theta1,theta2,theta3,x,y,phi
0.73,-0.98,0.68,26.23,8.36,24.64
1.87,-0.45,1.25,-10.35,23.99,152.98
2.1,-0.83,-1.1,7.77,19.87,9.74
3.06,-2.34,0.36,2.26,16.23,61.88
3.12,-2.17,1.0,-7.88,17.64,111.73
2.11,-0.92,1.33,-9.55,23.69,144.39
2.24,-2.13,1.03,7.91,18.03,65.32
1.93,-0.94,-1.43,11.02,13.46,-25.21
1.87,-0.69,1.49,-8.05,23.34,152.98
1.91,-1.88,0.35,15.95,13.44,21.77
2.31,-1.24,-0.73,7.49,19.5,19.48
0.85,-2.49,1.18,14.87,-6.9,-26.36
1.34,-2.89,0.54,7.81,-8.73,-57.87
1.82,-2.98,1.37,11.31,2.61,12.03
3.07,-1.88,-0.72,2.66,14.53,26.93
0.58,-0.56,-1.37,20.55,-4.08,-77.35
1.16,-0.05,0.3,10.04,28.0,80.79
2.39,-2.19,1.0,6.12,18.14,68.75
2.82,-3.12,0.56,9.73,2.78,14.9
2.32,-0.91,-0.74,2.63,23.4,38.39
0.82,-1.73,0.94,22.96,-0.28,1.72
2.53,-1.16,1.29,-15.06,20.17,152.41
2.42,-0.06,0.82,-24.6,13.27,182.2
0.62,-0.7,0.34,27.77,7.58,14.9
0.26,-1.59,-1.18,3.98,-13.04,-143.81
2.81,-1.41,0.01,-6.15,22.98,80.79
1.16,-1.74,-1.41,8.29,-5.45,-114.02
0.23,-2.42,-1.16,-5.85,-3.79,-191.94
2.96,-2.56,-1.56,3.37,-3.47,-66.46
2.94,-0.65,-0.74,-16.18,19.52,88.81
0.84,-2.83,0.84,6.69,-10.82,-65.89
0.1,-2.16,1.11,11.07,-15.96,-54.43
3.04,-0.52,-1.43,-13.45,15.7,62.45
3.13,-1.63,1.24,-18.5,14.0,156.99
2.28,-1.55,-0.2,9.57,19.31,30.37
0.81,-0.79,-1.52,17.6,-2.53,-85.94
1.0,-2.46,-0.3,4.63,-11.35,-100.84
0.26,-1.75,-0.19,9.38,-17.34,-96.26
0.55,-1.31,-0.98,14.09,-11.52,-99.69
0.63,-0.58,1.26,20.65,16.05,75.06
1.59,-1.33,-0.84,17.84,7.09,-33.23
0.35,-1.36,-0.97,10.73,-14.21,-113.45
1.18,-0.02,-0.38,14.91,25.45,44.69
1.54,-0.44,1.46,-3.51,24.4,146.68
3.06,-1.46,0.25,-13.01,20.42,106.0
1.27,-0.2,1.16,1.64,26.23,127.77
2.76,-0.19,0.75,-27.53,7.36,190.22
2.35,-0.95,1.3,-14.37,21.24,154.7
0.44,-0.38,-1.03,24.68,-3.39,-55.58
0.34,-0.26,-0.85,26.57,-2.83,-44.12
1.55,-1.09,0.02,18.04,19.06,27.5
1.67,-0.5,-1.56,12.16,15.36,-22.35
2.19,-2.78,1.17,10.87,8.06,33.23
1.78,-0.35,-0.53,5.54,27.52,51.57
0.57,-1.33,-0.53,18.44,-11.1,-73.91
2.67,-1.58,0.77,-7.14,22.99,106.57
0.42,-1.89,0.25,13.57,-15.26,-69.9
0.51,-2.0,1.0,18.36,-9.79,-28.07
2.06,-1.8,-1.42,8.96,2.23,-66.46
1.48,-3.05,-1.35,-8.84,-2.24,-167.3
2.09,-0.57,-0.58,1.44,26.74,53.86
0.33,-0.8,-0.8,21.34,-10.84,-72.77
0.86,-3.07,-1.42,-8.27,4.24,-207.98
2.94,-0.36,-0.6,-22.24,16.5,113.45
1.12,-1.66,0.38,22.81,2.27,-9.17
0.79,-0.57,1.32,17.11,19.28,88.24
0.35,-1.38,0.29,21.93,-11.89,-42.4
2.78,-1.51,0.72,-10.46,22.22,114.02
2.61,-2.45,-1.07,7.39,-1.23,-52.14
1.11,-1.55,-0.44,19.87,-3.01,-50.42
0.52,-1.63,-0.38,13.93,-13.96,-85.37
0.25,-0.55,1.18,25.61,7.23,50.42
0.98,-1.27,0.23,25.13,4.85,-3.44
2.04,-0.5,0.75,-10.8,26.44,131.21
3.01,-1.17,1.51,-22.36,8.88,191.94
0.9,-0.75,0.39,24.68,14.47,30.94
1.58,-3.1,-0.95,-7.41,-6.21,-141.52
0.52,-1.57,0.98,23.63,-4.4,-4.01
2.1,-1.55,1.49,-1.04,22.78,116.88
3.12,-0.75,0.79,-27.16,7.0,181.05
0.78,-2.5,-0.51,-0.5,-10.76,-127.77
0.73,-0.28,0.37,23.28,18.33,46.98
3.1,-0.01,0.78,-27.44,-5.73,221.73
0.44,-0.94,-0.27,25.0,-7.5,-44.12
0.05,-3.06,-0.73,-8.19,4.82,-214.29
1.41,-1.38,-1.49,12.7,0.23,-83.65
1.69,-2.92,0.85,11.44,-3.21,-21.77
1.72,-0.78,-0.65,13.99,20.82,16.62
1.82,-1.35,1.39,3.6,23.8,106.57
0.38,-0.07,-0.02,28.39,9.62,16.62
0.9,-2.54,-1.06,-3.52,-6.42,-154.7
0.67,-0.1,1.04,15.87,21.6,92.25
0.27,-0.01,0.3,27.77,10.55,32.09
0.59,-2.82,-0.97,-7.8,-1.76,-183.35
0.31,-2.32,0.55,6.38,-15.94,-83.65
0.18,-1.89,1.3,17.62,-12.1,-23.49
3.12,-1.72,0.02,-6.8,19.96,81.36
2.33,-2.79,-0.63,6.7,-6.05,-62.45
2.96,-0.06,0.22,-29.54,4.41,178.76
0.17,-2.54,-0.67,-7.26,-6.3,-174.18
3.1,-0.72,0.34,-26.35,11.41,155.84
0.23,-0.98,-1.54,10.47,-12.06,-131.21
1.15,-2.37,0.06,11.51,-9.43,-66.46
2.88,-1.15,0.64,-18.41,19.43,135.79
0.78,-2.99,0.56,0.35,-10.96,-94.54
1.99,-0.83,1.45,-8.7,23.37,149.54
0.68,-1.26,1.08,24.92,5.6,28.65
1.05,-0.45,0.03,21.31,20.21,36.1
3.13,-0.39,-0.3,-26.84,10.48,139.8
0.94,-2.71,1.42,13.31,-5.16,-20.05
1.03,-0.28,1.08,9.9,25.06,104.85
0.51,-0.96,-0.42,24.18,-7.11,-49.85
0.01,-2.97,-0.77,-8.15,3.84,-213.71
2.14,-1.58,-0.45,13.02,14.83,6.3
2.36,-1.9,-1.17,9.45,4.97,-40.68
1.91,-1.93,0.05,16.67,9.53,1.72
2.17,-1.08,1.4,-8.97,23.19,142.67
1.45,-1.48,-1.16,14.92,0.34,-68.18
2.2,-1.11,0.51,-1.55,26.95,91.67
1.73,-2.99,0.7,9.95,-4.96,-32.09
2.62,-2.73,-1.01,5.63,-5.12,-64.17
1.87,-1.02,1.28,-1.65,25.55,122.04
0.03,-0.41,-1.29,18.29,-13.36,-95.68
0.25,-2.2,-1.54,-3.41,-3.4,-199.96
2.61,-2.18,-0.85,9.6,5.16,-24.06
2.95,-1.89,1.31,-12.1,17.6,135.79
2.69,-0.2,-1.16,-14.56,20.14,76.2
1.57,-0.61,0.83,3.57,27.95,102.56
2.33,-0.08,0.47,-22.29,19.13,155.84
0.43,-2.08,-1.02,-0.61,-10.34,-152.98
2.29,-1.53,-0.46,10.21,17.37,17.19
2.15,-0.11,-0.16,-13.04,26.81,107.72
1.71,-3.1,-0.85,-5.79,-7.78,-128.34
1.4,-2.02,-1.21,7.28,-5.62,-104.85
2.53,-0.2,-1.24,-10.45,21.86,62.45
3.05,-2.83,0.38,8.05,8.74,34.38
0.93,-3.08,0.14,-3.75,-9.4,-115.16
3.01,-0.82,1.44,-24.55,4.76,207.98
0.5,-2.63,0.31,1.0,-13.37,-104.28
2.29,-1.96,-0.92,11.18,5.2,-33.8
2.38,-2.24,-1.41,5.63,-1.25,-72.77
1.01,-0.98,-0.49,24.27,4.33,-26.36
1.96,-2.12,-0.5,13.98,1.53,-37.82
1.44,-0.86,-0.17,18.84,19.38,23.49
1.76,-1.01,1.28,1.0,25.6,116.31
1.38,-0.67,1.18,6.34,25.83,108.29
0.13,-0.13,1.48,20.82,11.26,84.8
0.98,-1.84,-0.16,17.33,-7.79,-58.44
2.07,-0.61,-1.44,6.32,18.92,1.15
3.09,-2.32,-0.27,5.97,12.27,28.65
2.91,-1.85,-1.3,4.87,8.64,-13.75
0.35,-1.87,0.94,18.27,-12.04,-33.23
0.03,-3.05,-1.47,-2.14,8.84,-257.26
2.81,-2.9,-0.79,6.88,-5.35,-50.42
0.87,-2.53,-1.54,-4.43,-1.73,-183.35
0.58,-1.37,0.64,25.29,-3.12,-8.59
1.42,-2.78,-1.19,-4.71,-5.47,-146.1
2.42,-0.17,-1.3,-7.97,22.52,54.43
2.99,-0.02,-0.44,-27.93,8.96,144.96
2.14,-1.45,0.47,6.32,23.96,66.46
0.51,-0.74,1.39,22.46,11.77,66.46
3.03,-1.65,0.44,-10.51,20.62,104.28
2.55,-1.31,1.56,-14.47,18.38,160.43
0.72,-1.31,-0.8,17.63,-8.81,-79.64
1.85,-2.06,1.4,10.74,16.81,68.18
0.03,-0.17,-1.45,19.71,-11.09,-91.1
0.86,-0.86,-1.45,17.73,-2.35,-83.08
2.44,-0.65,-1.45,-0.39,19.55,19.48
2.58,-0.05,0.97,-26.02,7.56,200.54
0.47,-2.52,1.56,13.13,-9.05,-28.07
1.57,-2.39,0.29,15.46,-2.37,-30.37
0.45,-2.49,0.98,9.37,-13.29,-60.73
0.47,-1.2,-0.23,22.1,-10.33,-55.0
2.74,-2.76,1.11,5.42,12.58,62.45
1.24,-0.69,-1.0,20.78,10.34,-25.78
0.33,-1.46,-0.6,12.14,-15.68,-99.12
0.73,-0.28,0.6,21.43,19.69,60.16
1.41,-0.85,-0.01,18.6,20.41,31.51
1.88,-1.4,-1.46,11.4,5.84,-56.15
2.75,-2.32,-0.9,8.76,3.46,-26.93
2.97,-2.17,1.18,-6.86,18.06,113.45
1.27,-2.07,1.52,17.45,8.97,41.25
2.49,-0.96,-0.83,0.11,22.5,40.11
2.82,-0.35,-0.9,-17.31,19.38,89.95
1.48,-1.98,-1.54,5.16,-3.75,-116.88
1.18,-1.34,1.18,18.92,16.17,58.44
2.47,-2.05,0.35,8.48,17.26,44.12
2.89,-0.28,-1.16,-17.1,17.49,83.08
2.89,-0.29,0.43,-28.19,8.76,173.61
2.74,-0.96,1.43,-21.26,13.01,183.92
1.58,-2.02,-1.06,9.66,-4.23,-85.94
2.05,-0.9,0.4,-0.32,28.0,88.81
2.11,-1.45,-1.12,11.73,10.27,-26.36
0.26,-1.14,-0.99,13.09,-14.69,-107.14
1.79,-0.05,1.47,-13.84,18.93,183.92
0.15,-1.53,1.41,21.78,-8.02,1.72
0.6,-2.68,-1.43,-5.95,0.52,-201.11
2.4,-1.77,-1.34,8.29,6.13,-40.68
3.01,-1.25,1.53,-21.68,9.66,188.5
2.94,-1.81,1.18,-12.27,18.44,132.35
1.9,-3.08,-1.28,-7.19,-6.08,-140.95
2.09,-0.3,0.17,-10.93,27.69,112.3
0.65,-0.94,1.37,22.26,12.01,61.88
0.62,-2.82,1.57,10.33,-8.17,-36.1
1.62,-1.02,0.53,12.03,24.68,64.74
1.37,-0.46,-0.83,18.1,18.49,4.58
0.83,-2.48,0.91,13.34,-9.33,-42.4
0.72,-0.85,-0.84,23.09,-2.95,-55.58
2.14,-1.4,-0.48,11.66,17.74,14.9
0.8,-0.35,-0.57,25.9,10.33,-6.88
2.1,-2.46,-0.52,10.68,-2.6,-50.42
2.67,-1.86,0.96,-3.99,21.59,101.41
0.94,-2.62,-1.48,-5.19,-1.68,-181.05
2.65,-1.45,-1.17,4.8,14.34,1.72
1.3,-2.37,1.06,17.48,0.76,-0.57
2.7,-2.22,-1.12,7.85,2.92,-36.67
1.21,-3.13,0.4,0.62,-10.03,-87.09
0.27,-0.97,0.48,27.05,-5.96,-12.61
0.29,-2.86,0.36,-4.79,-10.58,-126.62
1.93,-0.76,-1.53,9.75,15.05,-20.63
3.13,-1.72,-0.01,-6.7,19.84,80.21
2.91,-1.03,1.24,-22.77,12.04,178.76
0.11,-1.67,-0.18,8.36,-18.76,-99.69
0.43,-1.56,0.15,18.93,-13.18,-56.15
0.78,-2.17,0.52,15.36,-10.45,-49.85
0.72,-0.16,1.25,13.62,21.62,103.71
1.88,-2.83,0.92,12.77,1.09,-1.72
0.44,-1.86,-1.42,1.0,-8.6,-162.72
1.89,-1.09,1.29,-1.13,25.35,119.75
1.9,-1.79,-1.36,9.86,1.07,-71.62
1.59,-2.24,0.76,17.71,5.04,6.3
2.13,-1.74,0.44,10.69,19.66,47.56
2.23,-0.64,0.42,-10.57,26.95,115.16
0.11,-0.01,0.35,28.89,6.45,25.78
0.87,-2.66,-1.46,-5.67,-1.04,-186.21
0.32,-3.06,-0.2,-9.51,-2.77,-168.45
3.11,-0.72,0.33,-26.43,11.24,155.84
1.34,-1.61,-1.22,12.73,-2.9,-85.37
1.19,-2.33,0.48,15.79,-5.93,-37.82
0.98,-1.51,1.35,21.02,10.56,46.98
0.95,-2.05,-1.38,2.46,-6.92,-142.09
1.18,-3.11,0.99,6.19,-8.19,-53.86
1.75,-1.01,0.34,10.32,25.4,61.88
0.06,-0.42,-0.36,26.86,-9.52,-41.25
1.77,-0.92,-0.18,12.46,23.52,38.39
2.11,-2.88,-0.34,6.49,-7.34,-63.6
0.34,-1.22,0.27,24.0,-10.1,-34.95
1.58,-2.96,-1.03,-5.64,-6.5,-138.08
1.41,-1.47,-1.19,14.74,-0.22,-71.62
0.71,-1.8,1.52,21.3,1.82,24.64
2.68,-2.64,0.1,10.94,6.25,8.02
2.83,-0.11,1.48,-23.55,-1.56,240.64
2.63,-3.06,-0.82,3.52,-8.76,-71.62
2.55,-0.93,0.77,-16.1,22.39,136.94
0.05,-1.68,0.28,11.59,-19.24,-77.35
2.96,-0.45,1.38,-25.23,0.91,222.88
1.74,-3.06,1.26,10.78,-0.43,-3.44
0.58,-2.69,-1.0,-6.76,-3.42,-178.19
0.18,-0.07,-0.61,28.55,-1.91,-28.65
1.1,-2.41,-0.86,1.47,-9.01,-124.33
1.83,-1.33,0.54,11.27,23.08,59.59
2.79,-0.97,-0.24,-11.95,23.13,90.53
0.44,-2.45,1.3,12.38,-11.31,-40.68
0.56,-3.08,-0.68,-9.64,0.07,-183.35
2.27,-1.39,-0.0,6.31,23.07,50.42
0.32,-1.44,-0.47,13.66,-15.85,-91.1
0.16,-1.27,-1.38,6.37,-13.43,-142.67
2.89,-0.23,-0.15,-26.62,13.03,143.81
0.73,-1.01,0.76,25.93,8.52,27.5
1.97,-1.96,0.49,14.89,14.11,28.65
1.11,-2.52,-0.66,1.26,-9.69,-118.6
3.11,-1.14,1.47,-23.44,6.59,197.1
2.0,-1.06,1.56,-6.28,23.15,143.24
2.47,-0.14,-0.87,-13.61,23.41,83.65
1.31,-1.89,0.02,19.42,-1.13,-32.09
1.01,-0.9,0.72,22.01,16.95,47.56
0.72,-3.1,-0.66,-9.67,-1.32,-174.18
1.84,-0.04,-1.37,4.16,23.55,24.64
0.18,-2.8,0.19,-6.41,-9.72,-139.23
0.08,-1.56,-1.24,1.75,-13.25,-155.84
2.5,-1.22,-0.27,0.17,24.03,57.87
1.77,-2.64,-0.63,5.18,-7.82,-85.94
0.99,-2.38,-0.18,7.29,-11.48,-89.95
0.32,-0.49,0.37,29.15,3.44,11.46
0.16,-1.82,0.2,10.09,-18.31,-83.65
2.64,-2.83,-0.49,8.83,-3.37,-38.96
2.87,-2.27,-0.06,7.2,13.47,30.94
1.08,-2.66,-1.15,-4.54,-5.18,-156.42
0.98,-2.94,1.36,10.03,-6.59,-34.38
2.71,-0.04,0.78,-27.52,5.69,197.67
2.81,-2.54,0.65,6.24,13.88,52.71
2.12,-0.29,-0.92,-1.65,26.09,52.14
2.22,-0.89,0.36,-4.85,27.61,96.83
1.79,-2.12,-0.83,11.28,-2.65,-66.46
0.89,-2.99,1.06,6.31,-9.49,-59.59
2.19,-0.47,0.73,-14.99,24.41,140.37
0.12,-0.62,-0.89,20.5,-13.43,-79.64
2.34,-0.62,0.99,-17.53,21.26,155.27
0.75,-2.4,0.03,6.03,-13.14,-92.82
2.42,-0.01,1.28,-23.48,8.07,211.42
1.18,-0.66,1.31,9.92,23.88,104.85
1.05,-0.88,0.97,19.01,19.45,65.32
2.17,-0.07,1.49,-19.7,12.55,205.69
1.94,-1.61,-0.09,15.57,14.94,13.75
1.63,-2.89,0.72,11.04,-4.68,-30.94
2.76,-0.73,0.84,-23.35,15.37,164.44
2.8,-2.1,0.6,0.9,19.43,74.48
1.86,-0.24,-0.28,-1.06,29.31,76.78
1.24,-2.51,-0.45,4.72,-9.98,-98.55
1.16,-1.32,-1.26,15.37,-2.31,-81.36
2.88,-2.29,0.23,5.47,15.46,46.98
2.99,-0.03,0.2,-29.72,3.13,181.05
1.77,-2.62,0.66,14.44,0.4,-10.89
2.69,-2.57,-1.0,7.3,-2.15,-50.42
0.29,-2.62,1.01,5.18,-14.08,-75.63
1.49,-2.46,-1.19,0.9,-6.6,-123.76
1.49,-2.23,-1.02,6.31,-6.6,-100.84
3.02,-2.68,-1.53,3.22,-4.74,-68.18
0.52,-1.1,1.44,23.57,7.07,49.27
1.0,-1.79,0.79,22.44,1.31,0.0
2.77,-1.77,0.65,-4.71,22.01,94.54
0.13,-1.13,1.24,25.03,-4.74,13.75
1.78,-1.49,1.03,9.99,22.33,75.63
2.55,-3.02,-0.83,3.29,-8.59,-74.48
1.53,-0.1,1.14,-6.6,25.3,147.25
2.17,-0.06,-0.03,-15.65,25.57,119.18
0.88,-2.65,-0.86,-4.33,-6.99,-150.69
1.28,-1.9,-0.43,15.98,-4.9,-60.16
1.23,-2.86,-1.52,-7.25,-0.47,-180.48
1.63,-2.06,1.26,15.25,13.19,47.56
0.94,-2.77,-0.8,-5.38,-6.49,-150.69
1.04,-1.41,-1.28,13.59,-4.96,-94.54
2.62,-1.38,-0.86,3.86,18.15,21.77
0.78,-2.92,-0.9,-8.23,-2.4,-174.18
0.34,-1.34,-0.12,19.19,-14.08,-64.17
2.92,-2.55,-0.81,8.62,1.55,-25.21
0.65,-2.67,0.91,8.06,-11.91,-63.6
0.9,-1.22,0.35,25.7,4.99,1.72
0.77,-1.57,1.28,23.02,4.41,27.5
2.27,-2.89,-1.44,-3.0,-6.98,-118.03
0.24,-1.92,-0.58,2.26,-15.28,-129.49
0.61,-0.36,-1.48,21.23,-1.22,-70.47
1.27,-2.99,1.56,11.35,-1.93,-9.17
2.4,-0.16,0.13,-20.75,21.57,135.79
1.89,-2.73,-0.76,3.24,-7.95,-91.67
2.7,-3.01,-1.14,1.69,-8.7,-83.08
2.57,-0.12,-1.48,-10.46,20.04,55.58
0.25,-2.27,-1.27,-4.54,-5.06,-188.5
2.77,-2.61,0.04,10.36,7.21,11.46
0.35,-1.59,-0.91,7.17,-14.4,-123.19
1.44,-1.44,0.49,20.13,14.62,28.07
1.39,-1.85,0.96,19.53,10.19,28.65
1.41,-0.06,-0.23,8.15,28.63,64.17
2.48,-2.35,-0.4,11.66,4.77,-15.47
3.08,-1.53,0.33,-12.82,20.14,107.72
0.16,-2.06,-0.49,-0.67,-14.7,-136.94
1.52,-1.59,1.02,16.3,17.42,54.43
0.75,-1.27,1.31,23.03,8.95,45.26
1.46,-2.7,-0.43,3.36,-9.47,-95.68
1.03,-2.42,-0.25,6.25,-11.24,-93.97
0.95,-2.82,0.6,5.83,-10.97,-72.77
0.06,-0.15,-1.36,21.15,-10.23,-83.08
0.84,-2.69,0.75,8.45,-11.08,-63.03
2.72,-1.46,-0.85,3.1,17.6,23.49
1.43,-0.86,-1.39,16.64,7.99,-46.98
0.03,-0.94,1.11,25.93,-5.61,11.46
1.28,-1.37,-1.45,13.13,-1.31,-88.24
2.31,-2.3,0.57,11.63,12.97,33.23
2.92,-0.49,-0.51,-20.75,18.12,110.01
1.38,-1.75,0.09,20.83,3.44,-16.04
0.98,-0.52,-0.18,24.14,15.51,16.04
2.64,-1.36,1.35,-14.62,19.28,150.69
0.81,-1.32,0.02,24.45,-2.35,-28.07
0.17,-1.94,1.32,16.88,-12.46,-25.78
2.88,-2.89,1.4,2.14,12.32,79.64
1.93,-3.0,0.94,11.2,-0.71,-7.45
2.6,-0.22,-1.18,-12.18,21.38,68.75
0.75,-0.98,-1.35,16.96,-5.46,-90.53
2.33,-1.62,-0.01,8.35,20.21,40.11
2.32,-0.83,-0.21,-3.14,26.87,73.34
2.24,-0.92,1.48,-13.14,20.88,160.43
2.92,-2.92,1.51,0.85,12.18,86.52
2.92,-2.64,-1.01,7.31,-1.71,-41.83
2.68,-2.88,0.9,8.5,8.91,40.11
2.68,-0.74,-0.74,-8.94,23.1,68.75
2.94,-1.28,0.94,-19.26,17.12,148.97
1.67,-0.25,-0.99,9.6,24.01,24.64
1.93,-0.26,-1.08,3.8,24.88,33.8
1.97,-1.26,1.48,-2.11,23.88,125.48
1.23,-0.3,-0.16,16.5,24.4,44.12
1.02,-0.82,-1.49,17.81,0.9,-73.91
1.91,-1.24,1.1,2.53,25.44,101.41
1.28,-3.03,0.01,-0.6,-10.12,-99.69
1.3,-1.72,-0.26,19.58,-0.73,-38.96
0.55,-2.68,-1.32,-6.31,-0.21,-197.67
3.09,-2.3,-1.2,6.22,3.63,-23.49
2.18,-0.37,-0.25,-7.98,27.92,89.38
1.57,-0.79,0.56,9.4,26.77,76.78
1.74,-1.58,-0.02,18.09,12.85,8.02
1.49,-1.29,0.93,14.87,21.0,64.74
1.88,-2.58,1.19,13.43,7.79,28.07
0.45,-2.06,0.67,14.51,-13.72,-53.86
2.91,-1.54,-0.48,-1.44,19.87,50.99
0.84,-2.93,-0.91,-8.19,-2.65,-171.89
1.6,-0.33,-0.76,11.4,24.43,29.22
2.48,-2.03,-0.79,10.54,7.16,-19.48
0.39,-0.34,1.23,22.1,13.88,73.34
2.57,-0.23,1.26,-24.33,8.17,206.26
0.96,-1.29,-0.58,21.33,-2.94,-52.14
0.94,-0.6,0.83,19.23,20.62,67.04
1.78,-2.96,1.5,11.22,3.68,18.33
0.73,-0.47,0.71,22.77,17.49,55.58
0.65,-3.12,1.06,1.73,-10.04,-80.79
2.79,-1.76,-0.24,2.8,19.12,45.26
1.48,-1.75,-0.34,18.74,1.56,-34.95
1.78,-0.08,-1.24,5.6,24.14,26.36
0.84,-0.33,-0.58,25.38,11.63,-4.01
1.78,-1.03,1.26,0.99,25.65,115.16
2.54,-0.66,0.88,-20.57,18.91,158.14
1.02,-2.34,-1.27,-0.8,-6.41,-148.4
2.68,-2.69,0.3,10.63,7.21,16.62
2.97,-2.66,0.12,8.76,8.93,24.64
3.05,-2.86,-1.04,6.46,-4.71,-48.7
2.73,-0.44,1.53,-23.54,5.25,218.87
2.88,-2.8,-0.09,10.31,3.29,-0.57
1.77,-0.92,1.03,1.58,26.84,107.72
2.32,-2.77,0.28,12.05,1.28,-9.74
2.59,-2.21,-1.05,8.61,2.74,-38.39
1.32,-2.13,-0.98,7.2,-7.32,-102.56
2.18,-0.35,1.31,-18.29,17.88,179.91
2.96,-1.98,0.71,-5.45,20.04,96.83
1.83,-1.17,-1.05,14.59,12.0,-22.35
1.55,-0.46,1.28,-2.34,25.84,135.79
1.57,-2.67,1.53,13.63,5.26,24.64
0.97,-1.46,0.08,23.65,-0.44,-23.49
2.53,-2.28,-0.79,10.08,3.07,-30.94
2.19,-0.73,0.54,-8.86,27.18,114.59
0.56,-1.5,-0.59,14.78,-12.76,-87.66
2.46,-0.85,0.02,-8.75,26.28,93.39
2.51,-2.86,-0.89,4.57,-6.98,-71.05
1.13,-3.04,-1.36,-8.98,0.89,-187.36
2.59,-0.32,0.83,-24.94,13.31,177.62
0.77,-2.47,0.95,13.21,-9.77,-42.97
2.48,-2.87,0.41,11.36,2.54,1.15
1.54,-0.5,0.07,9.82,27.58,63.6
1.11,-1.19,1.15,19.22,16.93,61.31
3.06,-2.74,-0.35,9.52,3.66,-1.72
2.82,-2.86,0.99,6.32,10.9,54.43
1.62,-0.5,0.39,4.47,28.97,86.52
1.04,-0.28,-0.67,22.27,16.41,5.16
1.16,-0.18,0.16,13.74,26.56,65.32
1.53,-1.7,1.43,13.32,17.82,72.19
2.37,-1.88,1.31,-0.62,21.42,103.13
1.58,-1.87,-0.16,18.49,2.79,-25.78
1.63,-0.28,0.26,1.21,29.73,92.25
2.74,-1.89,-1.37,6.07,6.45,-29.79
0.68,-2.5,-0.71,-2.88,-9.14,-144.96
0.12,-1.24,-1.5,5.61,-12.79,-150.11
2.54,-2.72,0.12,11.58,3.27,-3.44
1.79,-1.84,0.53,16.68,13.88,27.5
0.64,-1.61,0.09,20.05,-9.98,-50.42
2.29,-2.12,-1.19,8.5,0.69,-58.44
0.33,-0.49,-0.67,26.08,-5.73,-47.56
0.32,-0.85,0.7,27.98,-0.22,9.74
0.09,-2.36,-1.1,-6.22,-4.49,-193.09
1.49,-1.03,-0.22,19.48,16.78,13.75
2.82,-1.88,-0.54,5.62,15.13,22.92
2.97,-2.79,-0.1,9.95,4.3,4.58
1.98,-1.63,-0.25,15.36,13.6,5.73
1.58,-1.65,0.35,19.49,12.06,16.04
2.22,-1.4,-0.71,10.72,16.37,6.3
0.22,-1.81,1.25,18.99,-11.15,-19.48
1.46,-0.74,0.96,7.53,26.47,96.26
0.93,-1.46,-1.39,11.18,-6.44,-110.01
2.12,-1.5,0.92,3.23,24.34,88.24
2.42,-2.61,-0.15,11.74,1.38,-19.48
1.54,-1.26,0.73,15.24,21.23,57.87
0.04,-2.98,-0.82,-7.95,4.19,-215.43
2.27,-0.5,-0.32,-7.21,27.38,83.08
2.15,-0.46,-1.12,1.76,23.69,32.66
1.22,-0.63,-0.24,21.14,18.38,20.05
0.92,-2.05,0.73,19.54,-4.98,-22.92
0.81,-1.43,-1.02,14.34,-8.54,-93.97
0.45,-0.06,1.49,15.21,17.68,107.72
2.21,-2.97,-0.55,3.86,-8.53,-75.06
1.56,-0.57,0.52,6.2,28.34,86.52
2.45,-0.79,-1.42,1.12,18.71,13.75
0.78,-2.04,-0.13,11.97,-12.33,-79.64
2.11,-0.93,1.46,-10.09,22.64,151.26
1.73,-1.25,1.47,3.58,23.78,111.73
0.64,-0.23,-0.46,27.18,9.46,-2.86
2.79,-1.59,0.67,-8.71,22.32,107.14
0.93,-2.94,-0.46,-6.1,-7.26,-141.52
2.25,-1.33,1.54,-7.99,22.04,140.95
2.28,-2.81,0.55,12.11,2.73,1.15
2.04,-1.82,1.22,6.54,21.02,82.51
0.93,-3.08,-0.49,-8.26,-5.16,-151.26
0.14,-0.72,-0.75,20.65,-13.8,-76.2
0.95,-2.24,1.29,18.59,-1.47,-0.0
2.12,-2.9,-0.44,5.33,-7.89,-69.9
0.89,-0.37,0.29,21.87,19.98,46.41
2.39,-0.38,-1.05,-5.82,24.07,55.0
1.89,-2.88,-1.23,-3.7,-6.83,-127.2
2.22,-1.89,0.37,11.06,17.65,40.11
1.84,-2.14,1.39,11.52,15.55,62.45
2.87,-0.34,-0.47,-22.52,17.25,118.03
2.34,-1.8,-0.76,11.38,10.14,-12.61
0.35,-1.09,-1.0,15.09,-13.17,-99.69
2.02,-0.74,0.1,0.42,28.41,79.07
1.81,-2.01,1.24,12.49,16.35,59.59
0.14,-1.83,1.34,18.11,-11.96,-20.05
2.07,-1.25,1.04,-0.82,25.68,106.57
0.24,-1.86,0.94,17.0,-13.9,-38.96
2.79,-0.42,0.57,-26.35,12.42,168.45
0.11,-2.63,-1.43,-5.1,2.51,-226.32
1.44,-2.95,-1.25,-7.37,-3.79,-158.14
2.63,-2.42,0.81,6.29,15.5,58.44
1.29,-0.24,1.51,-0.61,23.78,146.68
1.83,-1.52,0.94,10.11,22.21,71.62
2.76,-0.85,0.04,-16.31,22.44,111.73
1.52,-0.56,1.27,0.12,26.08,127.77
2.11,-0.75,-1.33,6.95,18.66,1.72
2.4,-0.68,0.01,-10.45,26.52,99.12
1.17,-1.45,0.41,23.43,7.74,7.45
